index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
81893,404-7044446-5417150,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,1097.32,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
81903,171-6299664-9769158,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1186,BENGALURU,KARNATAKA,560068,IN,FALSE,Easy Ship
81904,171-6299664-9769158,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,921,BENGALURU,KARNATAKA,560068,IN,FALSE,Easy Ship
81909,408-7750427-9537901,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,THANE,MAHARASHTRA,401105,IN,FALSE,Easy Ship
81912,406-2266051-9813103,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,489,NEW DELHI,DELHI,110030,IN,FALSE,Easy Ship
81913,171-8398853-7657162,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,1359.82,MUMBAI,MAHARASHTRA,400069,IN,FALSE,Easy Ship
81916,403-1251689-7813124,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,725,BHAVNAGAR,Gujarat,364002,IN,FALSE,Easy Ship
81922,405-1499510-4408349,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,940.95,Soreng,SIKKIM,737121,IN,FALSE,Easy Ship
81924,408-4371959-5785121,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,899,BENGALURU,KARNATAKA,560032,IN,FALSE,Easy Ship
81928,407-7638355-2217905,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,685,ALONG,ARUNACHAL PRADESH,791001,IN,FALSE,Easy Ship
81938,402-0485762-8741969,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,953.57,"Mulund ( west), Mumbai, Pin 400080",MAHARASHTRA,400080,IN,FALSE,Easy Ship
81945,402-6686774-7439515,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,517,HYDERABAD,TELANGANA,500012,IN,FALSE,Easy Ship
81948,404-3598797-4553948,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,999,HYDERABAD,TELANGANA,500039,IN,FALSE,Easy Ship
81949,407-0058224-5823534,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,725,AHMEDABAD,Gujarat,380009,IN,FALSE,Easy Ship
81961,406-9002681-0672340,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,3XL,On the Way,0,INR,1513.39,NEW DELHI,DELHI,110057,IN,FALSE,Easy Ship
81963,405-3485350-6303521,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1199,HYDERABAD,TELANGANA,500070,IN,FALSE,Easy Ship
81966,408-7920748-3483510,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,885,PUNE,MAHARASHTRA,412308,IN,FALSE,Easy Ship
81967,408-2284631-3352303,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1309,NEW DELHI,DELHI,110092,IN,FALSE,Easy Ship
81971,405-0598876-1792316,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,899,"Kaggalipura, BENGALURU",KARNATAKA,560082,IN,FALSE,Easy Ship
81972,403-9955685-6738738,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,2,INR,1798,VIRUDHUNAGAR,TAMIL NADU,626001,IN,FALSE,Easy Ship
81978,403-8339850-4298725,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,999,davangere,KARNATAKA,577004,IN,FALSE,Easy Ship
81993,407-6185404-3004354,2022-05-05,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,692,AHMEDABAD,Gujarat,380001,IN,FALSE,Easy Ship
81997,408-4285507-5361101,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,725,HOJAI,ASSAM,782435,IN,FALSE,Easy Ship
81998,408-4285507-5361101,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,725,HOJAI,ASSAM,782435,IN,FALSE,Easy Ship
81999,405-2339429-8512367,2022-05-05,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1258,JAIPUR,RAJASTHAN,302039,IN,FALSE,Easy Ship
82002,405-2932165-8663517,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1122,HYDERABAD,TELANGANA,500090,IN,FALSE,Easy Ship
82005,405-8008121-3588314,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,560,MUMBAI,MAHARASHTRA,400101,IN,FALSE,Easy Ship
82009,405-1451435-4999508,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,776,ALLAHABAD,UTTAR PRADESH,211008,IN,FALSE,Easy Ship
82012,403-7444266-1361936,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,725,BENGALURU,KARNATAKA,560099,IN,FALSE,Easy Ship
82014,404-8070111-4345117,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1096,KHORDHA,ODISHA,752055,IN,FALSE,Easy Ship
82016,408-3534972-0785126,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,459,SALEM,TAMIL NADU,636003,IN,FALSE,Easy Ship
82020,404-5745139-0286721,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,725,KHORDHA,ODISHA,752055,IN,FALSE,Easy Ship
82021,404-5745139-0286721,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,725,KHORDHA,ODISHA,752055,IN,FALSE,Easy Ship
82023,404-1335223-4053118,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,449,MUMBAI,MAHARASHTRA,400052,IN,FALSE,Easy Ship
82024,404-1335223-4053118,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,499,MUMBAI,MAHARASHTRA,400052,IN,FALSE,Easy Ship
82025,404-1335223-4053118,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,499,MUMBAI,MAHARASHTRA,400052,IN,FALSE,Easy Ship
82026,407-5563005-2801955,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,544,RAWAN AMBUJA CEMENT PLANT,CHHATTISGARH,493331,IN,FALSE,Easy Ship
82027,408-4413653-6789928,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,725,Bikaner,RAJASTHAN,334001,IN,FALSE,Easy Ship
82028,403-8505064-4399568,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,665,SURAT,Gujarat,395007,IN,FALSE,Easy Ship
82039,408-3857141-3821939,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,0,Trivandrum,KERALA,695002,IN,FALSE,Easy Ship
82043,408-6991446-5621150,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,563,PUNE,MAHARASHTRA,411020,IN,FALSE,Easy Ship
82045,171-9068034-2331520,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,307,Coimbatore,TAMIL NADU,641031,IN,FALSE,Easy Ship
82049,406-8419721-7573142,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,360,kolhapur,MAHARASHTRA,416012,IN,FALSE,Easy Ship
82050,408-1684902-2393942,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,725,PUDUCHERRY,PUDUCHERRY,605004,IN,FALSE,Easy Ship
82054,404-2631644-6125140,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,355,HYDERABAD,TELANGANA,500084,IN,FALSE,Easy Ship
82059,403-6548438-8782741,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Perfume,Free,Shipped,1,INR,791,HYDERABAD,TELANGANA,500091,IN,FALSE,Easy Ship
82060,403-6548438-8782741,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,625,HYDERABAD,TELANGANA,500091,IN,FALSE,Easy Ship
82064,171-9584195-2982720,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,600.95,CHEMANCHERI,KERALA,673304,IN,FALSE,Easy Ship
82065,402-7197421-0039535,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,725,KALIMPONG,WEST BENGAL,734301,IN,FALSE,Easy Ship
82067,402-3165611-7027559,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,725,"Makthal,narayanpet dist",TELANGANA,509208,IN,FALSE,Easy Ship
82069,405-7724014-0945946,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1068,HALDWANI,UTTARAKHAND,263139,IN,FALSE,Easy Ship
82073,405-4793280-6686701,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,978.57,GARHMUKTESHWAR,UTTAR PRADESH,245205,IN,FALSE,Easy Ship
82079,407-0811758-3306727,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1432,ALIGARH,UTTAR PRADESH,202002,IN,FALSE,Easy Ship
82083,407-6544457-3285107,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,939,THIRUVANANTHAPURAM,KERALA,695581,IN,FALSE,Easy Ship
82087,405-4356440-3194724,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1388,ANANTAPUR,ANDHRA PRADESH,515001,IN,FALSE,Easy Ship
82088,405-4251466-8460313,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,301,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416416,IN,FALSE,Easy Ship
82090,402-6254495-6629917,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,613,MUMBAI,MAHARASHTRA,400092,IN,FALSE,Easy Ship
82098,404-5308431-2535552,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,666,Anand,Gujarat,388001,IN,FALSE,Easy Ship
82099,404-5308431-2535552,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,560,Anand,Gujarat,388001,IN,FALSE,Easy Ship
82100,403-1876194-5131531,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,675,Mumbai,MAHARASHTRA,400053,IN,FALSE,Easy Ship
82101,403-1876194-5131531,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,675,Mumbai,MAHARASHTRA,400053,IN,FALSE,Easy Ship
82105,171-3370081-6379549,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,469,THANE,MAHARASHTRA,400615,IN,FALSE,Easy Ship
82106,407-8445616-0415530,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,mughal sarai,UTTAR PRADESH,232101,IN,FALSE,Easy Ship
82107,407-8445616-0415530,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,771,mughal sarai,UTTAR PRADESH,232101,IN,FALSE,Easy Ship
82111,405-8166454-1365907,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,301,BHIWANDI,MAHARASHTRA,421302,IN,FALSE,Easy Ship
82116,171-7073929-9597904,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,435,DEODAR,Gujarat,385330,IN,FALSE,Easy Ship
82123,403-6373295-2663564,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1068,LUCKNOW,UTTAR PRADESH,226029,IN,FALSE,Easy Ship
82125,406-6415199-8812355,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,KALYAN,MAHARASHTRA,421204,IN,FALSE,Easy Ship
82126,171-7543313-1324361,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1068,MAUNATH BHANJAN,UTTAR PRADESH,275101,IN,FALSE,Easy Ship
82131,406-2166708-5896346,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,328.57,AMMAPETTAI THANJAVUR DISTRICT,TAMIL NADU,614401,IN,FALSE,Easy Ship
82134,408-8149746-4621931,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,554.29,JAIPUR,RAJASTHAN,302001,IN,FALSE,Easy Ship
82138,406-1041004-3698708,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,382,GHAZIABAD,UTTAR PRADESH,201017,IN,FALSE,Easy Ship
82145,404-9199536-4257150,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1096,BEAWAR,RAJASTHAN,305901,IN,FALSE,Easy Ship
82146,402-7101471-3713969,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1096,UDUPI,KARNATAKA,576101,IN,FALSE,Easy Ship
82148,407-6890933-6598757,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,301,JAIPUR,RAJASTHAN,302020,IN,FALSE,Easy Ship
82151,402-0069595-4037115,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,THRISSUR,KERALA,680022,IN,FALSE,Easy Ship
82153,407-5409136-6914726,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,330,MUMBAI,MAHARASHTRA,400049,IN,FALSE,Easy Ship
82154,405-8897702-6967543,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,292.38,HYDERABAD,TELANGANA,500044,IN,FALSE,Easy Ship
82167,171-0251269-8485178,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,3XL,On the Way,0,INR,953.57,Thrissur,KERALA,680655,IN,FALSE,Easy Ship
82175,404-1134005-9098717,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,599,PANCHKULA,HARYANA,134113,IN,FALSE,Easy Ship
82177,403-6402994-4620312,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1149,Muradnagar,UTTAR PRADESH,201206,IN,FALSE,Easy Ship
82181,407-1070822-4174766,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,709,Purba Medinipur,WEST BENGAL,721131,IN,FALSE,Easy Ship
82189,403-9221329-9917957,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,329,JAIPUR,RAJASTHAN,302017,IN,FALSE,Easy Ship
82190,402-1343759-7606731,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1068,Rewari,HARYANA,123401,IN,FALSE,Easy Ship
82201,405-2369821-3563551,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,696,BERHAMPORE,WEST BENGAL,742101,IN,FALSE,Easy Ship
82223,404-9169468-3204359,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,699,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE,Easy Ship
82230,405-1109712-3613161,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,761,CHENNAI,TAMIL NADU,600044,IN,FALSE,Easy Ship
82231,406-7165202-1361912,2022-05-05,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1068,PIMPRI CHINCHWAD,MAHARASHTRA,411061,IN,FALSE,Easy Ship
82232,407-5677122-5342735,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,899,BIJBEHARA,JAMMU & KASHMIR,192124,IN,FALSE,Easy Ship
82234,407-8413908-5457966,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,459,Navi mumbai,MAHARASHTRA,400703,IN,FALSE,Easy Ship
82237,405-9157187-2167556,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1523,JAIPUR,RAJASTHAN,302022,IN,FALSE,Easy Ship
82246,406-8592191-9953145,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,286.67,BENGALURU,KARNATAKA,560037,IN,FALSE,Easy Ship
82250,405-0071015-5874701,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,999,HYDERABAD,TELANGANA,502032,IN,FALSE,Easy Ship
82252,404-1398890-0933960,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,859,AHMEDABAD,Gujarat,382481,IN,FALSE,Easy Ship
82256,403-8947712-8736364,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1523,BENGALURU,KARNATAKA,560103,IN,FALSE,Easy Ship
82257,405-5409154-1309923,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1523,PATIALA,PUNJAB,147002,IN,FALSE,Easy Ship
82260,402-6057865-5826752,2022-05-05,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1072,BENGALURU,KARNATAKA,560096,IN,FALSE,Easy Ship
82271,405-5281226-7839506,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,533,JAMSHEDPUR,JHARKHAND,831011,IN,FALSE,Easy Ship
82274,407-4788868-1767567,2022-05-05,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,599,AURANGABAD,MAHARASHTRA,431116,IN,FALSE,Easy Ship
82280,403-7329411-8837906,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,771,BHAVNAGAR,Gujarat,364002,IN,FALSE,Easy Ship
82291,403-5653799-4178743,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,487,KUDAL,MAHARASHTRA,416520,IN,FALSE,Easy Ship
82297,402-0495254-8382765,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,443,AHMEDABAD,Gujarat,382481,IN,FALSE,Easy Ship
82298,406-4154667-4757930,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,301,VIJAYAWADA,ANDHRA PRADESH,520008,IN,FALSE,Easy Ship
82317,404-6572266-3169119,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1068,VIKASNAGAR,UTTARAKHAND,248198,IN,FALSE,Easy Ship
82318,403-2900980-1875514,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,999,HOJAI,ASSAM,782435,IN,FALSE,Easy Ship
82333,402-6600003-9312344,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,3XL,Shipped,1,INR,599,MUMBAI,MAHARASHTRA,400012,IN,FALSE,Easy Ship
82336,406-1132958-0100331,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,452,AHMEDABAD,Gujarat,380006,IN,FALSE,Easy Ship
82337,406-1132958-0100331,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,475,AHMEDABAD,Gujarat,380006,IN,FALSE,Easy Ship
82339,407-8572513-5381119,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,635,COIMBATORE,TAMIL NADU,641011,IN,FALSE,Easy Ship
82347,407-4963319-9665103,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,699,PUNE,MAHARASHTRA,411057,IN,FALSE,Easy Ship
82353,402-8198768-4997940,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,721,THANE,MAHARASHTRA,400606,IN,FALSE,Easy Ship
82360,408-4095455-9266755,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,791,PUNE,MAHARASHTRA,411003,IN,FALSE,Easy Ship
82363,171-0150174-9724324,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,899,MANGALURU,KARNATAKA,575007,IN,FALSE,Easy Ship
82368,407-2059534-0887528,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,475,PUNE,MAHARASHTRA,411060,IN,FALSE,Easy Ship
82369,406-6072635-1849905,2022-05-05,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,delhi,DELHI,110063,IN,FALSE,Easy Ship
82374,406-1295693-8122707,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,301,KOCHI,KERALA,682006,IN,FALSE,Easy Ship
82378,407-6606268-8549925,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,Blazzer,S,On the Way,0,INR,842.86,CHENNAI,TAMIL NADU,600073,IN,FALSE,Easy Ship
82381,403-5274176-9841924,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1199,MUMBAI,MAHARASHTRA,400098,IN,FALSE,Easy Ship
82384,171-9222314-5240365,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,475,BHOPAL,MADHYA PRADESH,462038,IN,FALSE,Easy Ship
82387,406-1613786-4769139,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,Blazzer,3XL,On the Way,0,INR,785.71,MUMBAI,MAHARASHTRA,400066,IN,FALSE,Easy Ship
82388,171-9166911-0541133,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,301,HYDERABAD,TELANGANA,500058,IN,FALSE,Easy Ship
82393,171-0544148-2487520,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,T-shirt,3XL,On the Way,0,INR,690.48,PATNA,BIHAR,800014,IN,FALSE,Easy Ship
82395,403-5686190-2187540,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,443,TEZPUR,ASSAM,784001,IN,FALSE,Easy Ship
82396,403-3782569-5597969,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,318,Thiruvananthapuram,KERALA,695002,IN,FALSE,Easy Ship
82404,408-2389341-1316363,2022-05-05,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,734.29,PUNE,MAHARASHTRA,411015,IN,FALSE,Easy Ship
82409,403-0412139-5154749,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,690,NOIDA,UTTAR PRADESH,201303,IN,FALSE,Easy Ship
82410,405-0880724-8694703,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,316,RUDRAPUR,UTTARAKHAND,263153,IN,FALSE,Easy Ship
82414,406-4132646-8942724,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,859,MUMBAI,MAHARASHTRA,400066,IN,FALSE,Easy Ship
82416,408-9586041-8776362,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,316,THIRUVANANTHAPURAM,KERALA,695015,IN,FALSE,Easy Ship
82422,171-3872120-9027509,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1238,GUNTUR,ANDHRA PRADESH,522007,IN,FALSE,Easy Ship
82424,408-9124522-7033910,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,634,GURUGRAM,HARYANA,122002,IN,FALSE,Easy Ship
82428,408-0929587-6397152,2022-05-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,487,LUCKNOW,UTTAR PRADESH,226011,IN,FALSE,Easy Ship
